delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,expected_date,actual_date,is_delayed,delivery_status,delivery_rating,delivery_cost
7665,amazon logistics,documents,bike,same day,central,rainy,29.8,14.98,14-01-2024,14-01-2024,no,delivered,5,293.94
7666,dhl,automobile parts,bike,express,south,cold,59.9,13.57,23-01-2024,26-01-2024,yes,delayed,3,390.21
7667,shadowfax,cosmetics,ev van,express,west,cold,76.4,17.39,03-01-2024,03-01-2024,no,delivered,4,484.17
7668,fedex,fragile items,bike,same day,central,hot,84.7,38.09,07-01-2024,10-01-2024,yes,delivered,3,637.77
7669,ekart,automobile parts,van,same day,central,cold,137.6,42.17,13-01-2024,13-01-2024,no,delivered,4,914.51
7670,ekart,cosmetics,ev van,express,west,foggy,283.6,5.09,19-01-2024,21-01-2024,yes,delayed,3,1483.27
7671,delhivery,automobile parts,van,two day,east,hot,22.9,2.19,02-01-2024,03-01-2024,yes,delivered,5,121.07
7672,dhl,documents,scooter,same day,south,stormy,102.9,10.82,12-01-2024,15-01-2024,yes,delayed,2,646.96
7673,xpressbees,fragile items,bike,two day,north,stormy,66.4,44.71,25-01-2024,28-01-2024,yes,delivered,3,466.13
7674,xpressbees,clothing,ev bike,same day,north,rainy,226.3,11.98,06-01-2024,07-01-2024,yes,delayed,2,1267.44
7675,ecom express,documents,scooter,express,north,foggy,280.5,40.82,07-01-2024,08-01-2024,yes,failed,1,1574.96
7676,delhivery,automobile parts,bike,express,east,clear,130.6,4.9,13-01-2024,13-01-2024,no,delivered,4,717.7
7677,xpressbees,clothing,van,standard,south,foggy,270.3,9.45,16-01-2024,18-01-2024,yes,delivered,4,1379.85
7678,amazon logistics,furniture,scooter,same day,east,clear,257.3,21.09,15-01-2024,15-01-2024,no,delayed,2,1449.77
7679,dhl,groceries,ev van,same day,east,stormy,107.9,31.37,02-01-2024,02-01-2024,no,delayed,2,733.61
7680,ekart,electronics,ev bike,two day,west,foggy,31.6,23.73,21-01-2024,23-01-2024,yes,delivered,4,229.19
7681,dhl,documents,ev van,express,north,clear,290.9,10.56,20-01-2024,23-01-2024,yes,delivered,5,1536.18
7682,xpressbees,furniture,ev van,standard,north,rainy,243.1,7.37,05-01-2024,06-01-2024,yes,delivered,5,1237.61
7683,amazon logistics,pharmacy,ev van,two day,north,cold,215.9,15.79,19-01-2024,20-01-2024,yes,delivered,3,1126.87
7684,shadowfax,cosmetics,truck,same day,west,clear,133.2,34,16-01-2024,16-01-2024,no,delivered,5,868
7685,fedex,clothing,scooter,standard,central,rainy,64.1,3.06,02-01-2024,04-01-2024,yes,delivered,5,329.68
7686,shadowfax,documents,bike,express,south,foggy,101.5,49.52,23-01-2024,26-01-2024,yes,delayed,2,706.57
7687,delhivery,electronics,bike,two day,north,hot,138.4,9.68,20-01-2024,22-01-2024,yes,delivered,4,721.04
7688,shadowfax,electronics,scooter,two day,central,cold,188.8,33.08,21-01-2024,23-01-2024,yes,delivered,5,1043.24
7689,delhivery,groceries,ev van,same day,south,hot,34.8,33.69,24-01-2024,24-01-2024,no,delivered,4,375.07
7690,ecom express,pharmacy,scooter,standard,west,clear,214.9,30.45,23-01-2024,24-01-2024,yes,delivered,5,1165.85
7691,ecom express,groceries,bike,same day,central,foggy,218.5,21.34,05-01-2024,07-01-2024,yes,delivered,4,1256.52
7692,fedex,electronics,ev van,standard,central,cold,296.8,17.98,23-01-2024,23-01-2024,no,delivered,5,1537.94
7693,dhl,clothing,van,express,south,hot,233.8,2.48,23-01-2024,25-01-2024,yes,failed,2,1226.44
7694,xpressbees,groceries,van,express,north,clear,297,20.47,16-01-2024,17-01-2024,yes,delivered,4,1596.41
7695,shadowfax,groceries,scooter,two day,east,foggy,20.1,14.68,07-01-2024,08-01-2024,yes,delivered,4,144.54
7696,xpressbees,fragile items,ev van,same day,central,foggy,278.7,21.08,08-01-2024,11-01-2024,yes,delivered,3,1556.74
7697,fedex,pharmacy,van,express,east,rainy,239.5,33.67,20-01-2024,20-01-2024,no,delayed,2,1348.51
7698,ekart,automobile parts,ev van,standard,central,cold,170.4,17.55,23-01-2024,23-01-2024,no,delivered,5,904.65
7699,delhivery,clothing,ev van,standard,central,hot,106.6,26.57,04-01-2024,05-01-2024,yes,delivered,5,612.71
7700,ekart,groceries,van,two day,east,clear,44.2,47.57,04-01-2024,05-01-2024,yes,delivered,5,363.71
7701,fedex,electronics,ev bike,same day,central,rainy,21.5,7.24,20-01-2024,21-01-2024,yes,delivered,4,229.22
7702,dhl,electronics,bike,express,central,stormy,108.6,42.57,25-01-2024,27-01-2024,yes,failed,2,720.71
7703,fedex,automobile parts,ev bike,two day,west,hot,123.6,13.76,24-01-2024,24-01-2024,no,delivered,4,659.28
7704,ekart,furniture,ev van,two day,west,hot,227.5,23.73,14-01-2024,15-01-2024,yes,delivered,4,1208.69
7705,ecom express,pharmacy,scooter,standard,east,cold,77.4,9.26,13-01-2024,15-01-2024,yes,delivered,4,414.78
7706,dhl,documents,bike,two day,central,stormy,84.5,10.74,19-01-2024,22-01-2024,yes,delivered,5,454.72
7707,amazon logistics,electronics,bike,standard,south,rainy,56.2,6.17,24-01-2024,27-01-2024,yes,delivered,4,299.51
7708,dhl,automobile parts,ev van,two day,west,clear,285.4,18.23,13-01-2024,16-01-2024,yes,delivered,4,1481.69
7709,dhl,pharmacy,scooter,same day,central,clear,45.7,7.24,23-01-2024,24-01-2024,yes,delivered,5,350.22
7710,shadowfax,cosmetics,van,same day,central,stormy,158,24.62,25-01-2024,26-01-2024,yes,delayed,2,963.86
7711,ekart,furniture,van,standard,central,stormy,108.3,43.13,14-01-2024,16-01-2024,yes,delivered,5,670.89
7712,blue dart,groceries,scooter,same day,north,clear,170.8,43.54,23-01-2024,26-01-2024,yes,delivered,5,1084.62
7713,dhl,groceries,bike,two day,central,foggy,3.7,45.51,22-01-2024,23-01-2024,yes,delivered,5,155.03
7714,amazon logistics,cosmetics,van,two day,north,foggy,258.4,23.75,17-01-2024,20-01-2024,yes,delivered,4,1363.25
7715,blue dart,documents,ev van,two day,south,foggy,121.5,2.37,10-01-2024,10-01-2024,no,delivered,5,614.61
7716,dhl,groceries,van,standard,east,rainy,79,25.59,23-01-2024,24-01-2024,yes,delivered,3,471.77
7717,xpressbees,documents,ev bike,express,north,rainy,94.5,22.47,10-01-2024,11-01-2024,yes,failed,1,589.91
7718,xpressbees,furniture,ev bike,two day,west,hot,290.4,49.41,11-01-2024,11-01-2024,no,delivered,4,1600.23
7719,dhl,automobile parts,ev bike,express,central,hot,111.2,23.52,05-01-2024,07-01-2024,yes,failed,1,676.56
7720,delhivery,automobile parts,truck,same day,south,hot,141.6,36.41,17-01-2024,17-01-2024,no,delivered,4,917.23
7721,delhivery,furniture,van,standard,south,cold,259.3,49.14,18-01-2024,21-01-2024,yes,delivered,4,1443.92
7722,fedex,clothing,scooter,two day,east,rainy,297.1,34.5,07-01-2024,10-01-2024,yes,delivered,4,1596.5
7723,amazon logistics,automobile parts,scooter,express,north,foggy,292,43.16,14-01-2024,16-01-2024,yes,delayed,2,1632.7206
7724,delhivery,documents,truck,express,north,stormy,41.2,48.39,25-01-2024,26-01-2024,yes,delayed,3,401.17
7725,amazon logistics,groceries,van,two day,central,stormy,167.8,42.25,04-01-2024,05-01-2024,yes,delivered,5,965.75
7726,xpressbees,fragile items,van,same day,central,hot,180,36.66,08-01-2024,08-01-2024,no,delivered,3,1109.98
7727,delhivery,documents,van,express,east,cold,235.1,18.83,16-01-2024,17-01-2024,yes,delayed,3,1281.99
7728,dhl,furniture,ev van,express,west,foggy,145.9,32.44,15-01-2024,16-01-2024,yes,delayed,2,876.82
7729,blue dart,automobile parts,truck,same day,north,stormy,141.9,49.52,07-01-2024,07-01-2024,no,delayed,2,958.39
7730,ecom express,documents,ev van,express,north,cold,108.5,16.79,16-01-2024,19-01-2024,yes,delivered,5,642.87
7731,fedex,pharmacy,ev van,standard,central,stormy,219.5,12.2,08-01-2024,09-01-2024,yes,delivered,3,1134.1
7732,ekart,electronics,truck,express,north,rainy,196.6,38.52,15-01-2024,17-01-2024,yes,delayed,3,1148.56
7733,ekart,automobile parts,bike,express,west,hot,295.3,3.51,24-01-2024,27-01-2024,yes,delayed,2,1537.03
7734,shadowfax,groceries,ev van,same day,central,clear,176.5,35.28,22-01-2024,22-01-2024,no,delivered,4,1088.34
7735,delhivery,cosmetics,van,same day,west,hot,275.8,30.83,20-01-2024,21-01-2024,yes,delivered,4,1571.49
7736,ekart,furniture,van,standard,south,clear,290.2,30.03,14-01-2024,16-01-2024,yes,delivered,4,1541.09
7737,blue dart,groceries,van,standard,east,rainy,12.1,19.42,21-01-2024,24-01-2024,yes,delivered,5,118.76
7738,shadowfax,groceries,bike,two day,west,cold,12.3,2.72,04-01-2024,06-01-2024,yes,delivered,4,95.6674
7739,xpressbees,electronics,truck,two day,east,rainy,294.6,30.67,20-01-2024,22-01-2024,yes,delivered,3,1565.01
7740,fedex,documents,bike,two day,central,stormy,180.2,13.86,18-01-2024,19-01-2024,yes,delivered,4,942.58
7741,blue dart,groceries,ev bike,same day,north,foggy,85.7,25.1,15-01-2024,17-01-2024,yes,delivered,5,603.8
7742,dhl,groceries,ev van,two day,central,clear,133,32.83,07-01-2024,08-01-2024,yes,delivered,5,763.49
7743,amazon logistics,documents,van,same day,central,stormy,133.6,11.2,03-01-2024,06-01-2024,yes,failed,1,801.6
7744,blue dart,pharmacy,van,two day,north,foggy,32.1,6.91,24-01-2024,24-01-2024,no,delivered,3,181.23
7745,blue dart,fragile items,ev bike,two day,east,cold,273.3,14.09,24-01-2024,25-01-2024,yes,delivered,4,1408.77
7746,blue dart,automobile parts,ev van,express,west,rainy,97.1,31.73,11-01-2024,11-01-2024,no,failed,1,630.69
7747,amazon logistics,automobile parts,bike,standard,central,stormy,165.1,36.44,11-01-2024,12-01-2024,yes,delivered,3,934.82
7748,blue dart,pharmacy,van,two day,central,cold,261,3.34,03-01-2024,03-01-2024,no,delivered,4,1315.02
7749,shadowfax,groceries,scooter,two day,east,foggy,266.9,14.13,08-01-2024,10-01-2024,yes,delivered,5,1376.89
7750,ecom express,pharmacy,bike,express,north,foggy,56.9,47.08,24-01-2024,25-01-2024,yes,delayed,3,475.74
7751,shadowfax,clothing,bike,two day,central,foggy,51.6,8.12,22-01-2024,25-01-2024,yes,delivered,5,282.36
7752,dhl,fragile items,truck,standard,west,clear,42.3,45.46,19-01-2024,21-01-2024,yes,delivered,4,347.88
7753,blue dart,furniture,ev bike,two day,east,hot,71,0.67,21-01-2024,24-01-2024,yes,delivered,3,356.83
7754,delhivery,clothing,truck,standard,west,clear,96.6,27.61,06-01-2024,07-01-2024,yes,delivered,4,565.83
7755,blue dart,groceries,scooter,standard,north,hot,218.6,42.64,01-01-2024,01-01-2024,no,delivered,5,1220.92
7756,ecom express,documents,van,standard,north,stormy,46.4,47.22,21-01-2024,23-01-2024,yes,delivered,5,373.66
7757,blue dart,groceries,ev van,standard,east,clear,65.9,22.33,01-01-2024,03-01-2024,yes,delivered,5,396.49
7758,delhivery,electronics,ev van,standard,south,clear,113.9,48.26,22-01-2024,24-01-2024,yes,delivered,4,714.28
7759,amazon logistics,electronics,bike,express,north,clear,8,48.77,10-01-2024,13-01-2024,yes,delivered,4,236.31
7760,dhl,groceries,truck,express,south,cold,76.3,11.76,24-01-2024,25-01-2024,yes,failed,1,466.78
7761,dhl,documents,truck,express,east,clear,139.9,2.72,13-01-2024,13-01-2024,no,delayed,3,757.66
7762,xpressbees,automobile parts,van,two day,north,cold,167.4,35.24,08-01-2024,11-01-2024,yes,delivered,4,942.72
7763,fedex,documents,van,same day,west,clear,190.7,21.15,03-01-2024,04-01-2024,yes,delivered,4,1116.95
7764,ecom express,documents,ev bike,standard,north,stormy,118.3,33.65,13-01-2024,14-01-2024,yes,delivered,3,692.45
7765,fedex,automobile parts,ev van,standard,west,stormy,169.2,1.48,21-01-2024,24-01-2024,yes,delivered,4,850.44
7766,xpressbees,fragile items,scooter,two day,south,hot,258,5.81,03-01-2024,03-01-2024,no,delivered,5,1307.43
7767,amazon logistics,electronics,ev van,express,north,foggy,217.9,28.31,17-01-2024,19-01-2024,yes,delayed,2,1224.43
7768,fedex,electronics,ev van,two day,east,rainy,172.8,14.18,18-01-2024,21-01-2024,yes,delivered,5,906.54
7769,ekart,electronics,bike,two day,west,rainy,233.2,21.14,06-01-2024,06-01-2024,no,delivered,4,1229.42
7770,ecom express,furniture,scooter,two day,central,clear,88.7,22.72,23-01-2024,26-01-2024,yes,delivered,5,511.66
7771,ekart,pharmacy,van,standard,east,cold,287.1,31.75,14-01-2024,14-01-2024,no,delivered,3,1530.75
7772,delhivery,groceries,truck,two day,central,clear,207.2,24.42,07-01-2024,08-01-2024,yes,delivered,3,1109.26
7773,shadowfax,electronics,scooter,two day,east,stormy,201.8,40.03,03-01-2024,05-01-2024,yes,delivered,5,1129.09
7774,ecom express,clothing,van,two day,central,stormy,235.8,4.16,22-01-2024,24-01-2024,yes,delivered,5,1191.48
7775,delhivery,pharmacy,bike,same day,south,rainy,3.6,4.78,08-01-2024,08-01-2024,no,delivered,4,125.34
7776,amazon logistics,groceries,bike,standard,west,rainy,43.3,27.37,23-01-2024,23-01-2024,no,delivered,4,298.61
7777,amazon logistics,clothing,van,express,south,stormy,172.4,42.26,24-01-2024,25-01-2024,yes,delayed,3,1038.78
7778,ecom express,pharmacy,truck,express,north,hot,182.7,41.77,12-01-2024,12-01-2024,no,delivered,3,1088.81
7779,dhl,pharmacy,van,express,north,foggy,269.2,12.92,01-01-2024,01-01-2024,no,delayed,3,1434.76
7780,ekart,furniture,van,express,east,hot,160.1,38.42,16-01-2024,16-01-2024,no,delayed,3,965.76
7781,fedex,automobile parts,van,two day,north,stormy,81.2,17.5,07-01-2024,08-01-2024,yes,delivered,4,458.5
7782,blue dart,fragile items,truck,express,west,cold,147.3,28.2,13-01-2024,13-01-2024,no,delayed,3,871.1
7783,amazon logistics,electronics,ev bike,express,north,rainy,95.3,4.56,05-01-2024,06-01-2024,yes,delayed,2,540.18
7784,shadowfax,automobile parts,truck,express,central,hot,204.4,17.7,15-01-2024,18-01-2024,yes,delayed,3,1125.1
7785,fedex,electronics,bike,same day,south,foggy,184,46.14,19-01-2024,19-01-2024,no,failed,1,1158.42
7786,fedex,furniture,bike,express,east,stormy,57.6,31.69,09-01-2024,10-01-2024,yes,delayed,2,433.07
7787,xpressbees,automobile parts,van,two day,west,foggy,112,16.74,20-01-2024,23-01-2024,yes,delivered,3,610.22
7788,fedex,automobile parts,scooter,two day,west,foggy,203.4,18.47,07-01-2024,07-01-2024,no,delivered,3,1072.41
7789,amazon logistics,electronics,truck,express,central,hot,283.3,2.44,02-01-2024,02-01-2024,no,delivered,4,1473.82
7790,ecom express,electronics,ev bike,express,central,cold,119.3,12.04,19-01-2024,19-01-2024,no,delayed,3,682.62
7791,ecom express,documents,scooter,two day,south,foggy,216.9,33.81,06-01-2024,09-01-2024,yes,delivered,5,1185.93
7792,shadowfax,documents,van,two day,west,rainy,127.1,8.93,07-01-2024,07-01-2024,no,delivered,5,662.29
7793,xpressbees,documents,scooter,two day,west,foggy,114.8,5,18-01-2024,19-01-2024,yes,delivered,4,589
7794,ekart,groceries,van,standard,west,rainy,190.3,27.77,17-01-2024,20-01-2024,yes,delivered,3,1034.81
7795,delhivery,documents,van,standard,south,stormy,288.2,24.46,11-01-2024,12-01-2024,yes,delivered,4,1514.38
7796,dhl,pharmacy,bike,same day,central,stormy,97.2,2.45,09-01-2024,09-01-2024,no,delivered,5,593.35
7797,amazon logistics,fragile items,truck,express,south,foggy,133.7,48.13,25-01-2024,26-01-2024,yes,delayed,3,862.89
7798,blue dart,furniture,scooter,express,west,cold,17.1,38.35,21-01-2024,23-01-2024,yes,delivered,3,250.55
7799,fedex,documents,ev bike,standard,central,rainy,189.2,32.32,19-01-2024,21-01-2024,yes,delivered,3,1042.96
7800,blue dart,pharmacy,ev bike,two day,north,clear,113.2,25.06,23-01-2024,25-01-2024,yes,delivered,3,641.18
7801,dhl,pharmacy,scooter,standard,east,hot,36.8,31.45,04-01-2024,05-01-2024,yes,delivered,4,278.35
7802,blue dart,automobile parts,ev van,same day,central,cold,186.3,22,19-01-2024,22-01-2024,yes,delivered,4,1097.5
7803,xpressbees,automobile parts,bike,two day,north,clear,204.3,11.99,16-01-2024,19-01-2024,yes,delivered,3,1057.47
7804,amazon logistics,documents,truck,standard,central,foggy,38,35.25,16-01-2024,19-01-2024,yes,delivered,5,295.75
7805,xpressbees,automobile parts,ev bike,same day,central,stormy,180.2,48.76,12-01-2024,12-01-2024,no,delayed,2,1147.28
7806,xpressbees,fragile items,truck,two day,south,stormy,253.4,23.82,03-01-2024,05-01-2024,yes,delivered,3,1338.46
7807,ekart,clothing,truck,express,west,cold,162.9,47.79,20-01-2024,21-01-2024,yes,delayed,3,1007.87
7808,fedex,pharmacy,van,express,central,hot,239.2,18.06,16-01-2024,19-01-2024,yes,delivered,4,1300.18
7809,delhivery,clothing,bike,same day,south,cold,148.2,14.27,11-01-2024,12-01-2024,yes,delivered,3,883.81
7810,dhl,furniture,ev bike,two day,north,stormy,70.5,45.77,07-01-2024,10-01-2024,yes,delivered,4,489.81
7811,fedex,electronics,ev van,same day,south,rainy,47.2,31.52,15-01-2024,15-01-2024,no,delivered,5,430.56
7812,xpressbees,documents,ev bike,standard,central,cold,69.9,22.93,19-01-2024,22-01-2024,yes,delivered,5,418.29
7813,delhivery,pharmacy,bike,same day,central,foggy,192.8,2.08,02-01-2024,03-01-2024,yes,failed,1,1070.24
7814,amazon logistics,documents,scooter,standard,central,rainy,88.3,27.6,24-01-2024,27-01-2024,yes,delivered,5,524.3
7815,fedex,electronics,ev bike,two day,east,hot,164.5,17.99,15-01-2024,15-01-2024,no,delivered,4,876.47
7816,amazon logistics,groceries,ev bike,express,south,hot,241.3,39.36,18-01-2024,18-01-2024,no,delivered,4,1374.58
7817,fedex,furniture,van,same day,west,hot,30.5,17.96,21-01-2024,21-01-2024,no,delivered,3,306.38
7818,fedex,cosmetics,scooter,same day,central,stormy,36.1,46.64,22-01-2024,22-01-2024,no,delivered,4,420.42
7819,xpressbees,clothing,van,express,central,hot,221.2,44.57,05-01-2024,05-01-2024,no,delivered,4,1289.71
7820,amazon logistics,furniture,bike,two day,north,hot,10,34.53,02-01-2024,04-01-2024,yes,delivered,4,153.59
7821,blue dart,clothing,bike,two day,west,rainy,62.9,27.15,25-01-2024,28-01-2024,yes,delivered,3,395.95
7822,fedex,clothing,bike,same day,central,cold,130.2,32.76,24-01-2024,26-01-2024,yes,delivered,5,849.28
7823,delhivery,clothing,ev bike,two day,north,stormy,290.3,31.37,16-01-2024,18-01-2024,yes,delivered,4,1545.61
7824,fedex,cosmetics,bike,standard,west,foggy,157.7,44.81,03-01-2024,04-01-2024,yes,delivered,5,922.93
7825,amazon logistics,automobile parts,truck,standard,west,foggy,43.6,11.77,05-01-2024,07-01-2024,yes,delivered,3,253.31
7826,amazon logistics,pharmacy,scooter,express,east,clear,175.5,10.5,05-01-2024,08-01-2024,yes,delayed,3,959
7827,ekart,groceries,ev bike,standard,west,foggy,113.5,33.83,21-01-2024,24-01-2024,yes,delivered,5,668.99
7828,dhl,automobile parts,bike,express,central,hot,18.4,49.52,18-01-2024,21-01-2024,yes,failed,1,291.16
7829,fedex,furniture,ev van,standard,west,cold,151.7,8.71,16-01-2024,19-01-2024,yes,delivered,4,784.63
7830,dhl,furniture,bike,express,north,clear,191.1,42.29,21-01-2024,23-01-2024,yes,delivered,5,1132.37
7831,blue dart,pharmacy,ev van,standard,east,hot,288.2,44.96,25-01-2024,27-01-2024,yes,delivered,5,1575.88
7832,ekart,pharmacy,bike,express,east,rainy,217.9,31.36,14-01-2024,15-01-2024,yes,failed,1,1233.58
7833,dhl,furniture,bike,express,south,clear,234.4,32.68,24-01-2024,27-01-2024,yes,delayed,3,1320.04
7834,fedex,furniture,bike,express,west,stormy,273.7,35.1,11-01-2024,14-01-2024,yes,delayed,3,1523.8
7835,ecom express,documents,ev bike,two day,east,clear,97.7,35.57,21-01-2024,24-01-2024,yes,delivered,3,595.21
7836,fedex,cosmetics,van,same day,north,rainy,170.1,3.4,23-01-2024,25-01-2024,yes,delayed,2,960.7
7837,dhl,cosmetics,van,standard,west,rainy,291.4,48.12,08-01-2024,10-01-2024,yes,delivered,4,1601.36
7838,shadowfax,groceries,ev bike,same day,north,cold,166.3,27.63,19-01-2024,21-01-2024,yes,delivered,5,1014.39
7839,xpressbees,cosmetics,scooter,two day,central,clear,40.1,15.61,08-01-2024,08-01-2024,no,delivered,5,247.33
7840,dhl,clothing,truck,standard,west,rainy,287.5,21.71,20-01-2024,23-01-2024,yes,delivered,5,1502.63
7841,fedex,groceries,scooter,standard,central,cold,106.5,18.02,10-01-2024,10-01-2024,no,delivered,4,586.56
7842,blue dart,automobile parts,bike,two day,south,rainy,76.4,21.3,13-01-2024,13-01-2024,no,delivered,4,445.9
7843,amazon logistics,cosmetics,ev van,standard,south,rainy,189.5,41.09,12-01-2024,14-01-2024,yes,delivered,4,1070.77
7844,amazon logistics,cosmetics,van,two day,east,hot,106.4,26.38,17-01-2024,20-01-2024,yes,delivered,3,611.14
7845,blue dart,fragile items,ev van,express,central,clear,124,6.73,23-01-2024,25-01-2024,yes,delivered,5,690.19
7846,dhl,pharmacy,van,two day,west,clear,65.5,23.03,15-01-2024,17-01-2024,yes,delivered,5,396.59
7847,ekart,pharmacy,ev van,same day,east,foggy,12.3,7.46,06-01-2024,08-01-2024,yes,delivered,5,183.88
7848,ecom express,furniture,scooter,two day,south,stormy,22.8,2.28,13-01-2024,15-01-2024,yes,delivered,4,120.84
7849,delhivery,fragile items,truck,two day,west,clear,83.8,18.13,08-01-2024,08-01-2024,no,delivered,4,473.39
